title,artist,link
Plate (1924),Emma Gillies,/record/53726?highlight=*:*
Portrait of Woman with Hand on her Head (1950),Ailsa Robertson,/record/20803?highlight=*:*
Untitled (1962),Robert S. Crozier,/record/112311?highlight=*:*
Replica cast (brown) of Partheon slab PF045 US09,Unknown,/record/20658?highlight=*:*
Reclining Nude with Jacket (1967),Christine Malcolm,/record/21266?highlight=*:*
Seated Female Nude (1954),Leslie Drummond,/record/21259?highlight=*:*
1. Meccarama (Unknown),Anthony Benjamin,/record/21667?highlight=*:*
Untitled (1989),Claire E. Banks,/record/22555?highlight=*:*
Seated Male Nude (1959),George Mackintosh,/record/20884?highlight=*:*
Untitled,Unknown,/record/99860?highlight=*:*
Untitled (1988),Jodie Pear,/record/21935?highlight=*:*
Sitting Nude Woman (1967),Jean B. M. Lothian,/record/22626?highlight=*:*
Unknown,Duncan Currie,/record/50389?highlight=*:*
Jacobean fragment (Jacobean?),Unknown,/record/100011?highlight=*:*
Landscape (Circa 1950),Marion M Cooper,/record/21389?highlight=*:*
Portrait of Andrew Gorrie (1964),Joyce M Cumming,/record/21347?highlight=*:*
Still Life with Shadow of Kettle (1966),James H. Fairgrieve,/record/22734?highlight=*:*
Untitled (1964),James Goodall,/record/99847?highlight=*:*
Untitled (Unknown),Susie Wilson,/record/21796?highlight=*:*
Untitled (Unknown),Unknown,/record/99922?highlight=*:*
Portrait of Man in Red Jacket (1968),Michael Docherty,/record/21178?highlight=*:*
John Mooney Paintings (1984),John Mooney,/record/21846?highlight=*:*
Coffee Pot Lid,Emma Gillies,/record/53692?highlight=*:*
Female Nude with Pitcher,Samuel John Peploe,/record/20736?highlight=*:*
Untitled (Unknown),Unknown,/record/21566?highlight=*:*
Step 3 (2013),Maria Hadam,/record/21308?highlight=*:*
Landscape (1948),V Janikowski,/record/21422?highlight=*:*
Unknown (1949),Douglas Baxter,/record/50577?highlight=*:*
Placa del Sol (1991),Caroline Conway,/record/21839?highlight=*:*
Banners of the Banned (MAY 2017),Elle McKee,/record/100019?highlight=*:*
Untitled - Sitting Nude Woman (1968),Alastair Burns,/record/99475?highlight=*:*
Seated Elderly Couple (Apr 1963),John Bellany,/record/20767?highlight=*:*
Abstract,V. Constant,/record/111443?highlight=*:*
Unknown,Gordon Anderson,/record/50411?highlight=*:*
Unknown (1947-1948),William D Clyne,/record/50635?highlight=*:*
Portrait of a Man (1983-1988),Renny Tait,/record/21472?highlight=*:*
Inverleith,Janice McNab,/record/22526?highlight=*:*
Unknown (1968),Gillian Mather,/record/53589?highlight=*:*
Untitled (1946),Vivian Chapman,/record/21735?highlight=*:*
Reclining Male Nude (1959),Jean I. Beattie,/record/20923?highlight=*:*
Sketches of Five Heads (1959),Denness Morton,/record/20886?highlight=*:*
The Jungle (1990),John Brown,/record/99469?highlight=*:*
Untitled (Nov 1988),Joanne Leonie Milne,/record/21936?highlight=*:*
West Coast Seascape (Unknown),Catherine Orbach,/record/21790?highlight=*:*
Still Life - Tomatoes (1960),Thora Clyne,/record/22719?highlight=*:*
Urban Scene,Paul J Donaldson,/record/21446?highlight=*:*
"Metope 10, south entablature, Parthenon (1837)",NA,/record/20649?highlight=*:*
Untitled (1969),Richard Easson,/record/22493?highlight=*:*
Unknown (1978),W Rennie,/record/50427?highlight=*:*
Green Square Abstract,Unknown,/record/22625?highlight=*:*
Angel with Candelabrum (facing right),Unknown,/record/20542?highlight=*:*
Abstract with White Paper Strips,Alistair J. Magee,/record/22540?highlight=*:*
Portrait of a Man (1957),Norman E Kirkpatrick,/record/21022?highlight=*:*
Portrait of a Woman (1957),Unknown,/record/21257?highlight=*:*
Untitled (1967),William G.H. Fulton,/record/99820?highlight=*:*
Unknown (31 May 1960),Rhona L. Barclay,/record/50618?highlight=*:*
Untitled (Unknown),J.,/record/21953?highlight=*:*
Crazily Paved (Unknown),John Brown,/record/21661?highlight=*:*
Walking the Wall (Unknown),Victoria C F Bernie,/record/21906?highlight=*:*
Untitled - Nude Female Standing (1964),Eleanor Maiden,/record/99360?highlight=*:*
"Still Life, Oil Paints and Pots (1949)",Zygmunt Bukowski,/record/22732?highlight=*:*
Drawing of a Woman (1958),E McCallum,/record/20960?highlight=*:*
Teacup,Emma Gillies,/record/53655?highlight=*:*
Swirlings (1989),Dorothy Black,/record/21972?highlight=*:*
Male Model with Towel (1950),Alexander Cree,/record/22661?highlight=*:*
Standing Male Nude (1960),Jean Richie,/record/20790?highlight=*:*
Still Life Beside Window (1955),Elizabeth Blackadder,/record/20738?highlight=*:*
Florence (Jan 1956),John P Busby,/record/21382?highlight=*:*
Untitled (1961),Norma Kirk,/record/22011?highlight=*:*
Saucer,Emma Gillies,/record/53660?highlight=*:*
Mourner No. 54 from the Tomb of John the fearless (Pre 1895),Unknown,/record/20610?highlight=*:*
Unknown (1955),Alejandro B. Brasó,/record/50603?highlight=*:*
Untitled,McArthur,/record/111043?highlight=*:*
Portrait of a Woman (Feb 1952),Martin G C McKeown,/record/21414?highlight=*:*
Unknown,Douglas Baxter,/record/50400?highlight=*:*
Relic of Origins: Wild Boar (2013),Kyle Noble,/record/21304?highlight=*:*
Seated Man seen from behind (Circa 1955),Peter McGinn,/record/21089?highlight=*:*
Portrait of a Seated Man (May 1960),John Gilbert,/record/20996?highlight=*:*
Portrait with a Beret,C Stiven,/record/21437?highlight=*:*
Man and Basket (1950),Alfred Hackney,/record/21030?highlight=*:*
"Male Nude, possibly Hermes (with bubbly feet)",Unknown,/record/20603?highlight=*:*
Espresso Cup,Emma Gillies,/record/53693?highlight=*:*
Brazie (1969),"Eduardo Luigi Paolozzi KBE, RA",/record/21701?highlight=*:*
Untitled (Unknown),S J Dooley,/record/99910?highlight=*:*
Portrait of a Woman (1962),Helen Wishart,/record/21297?highlight=*:*
Portrait of a Man (1966),George Donald,/record/21255?highlight=*:*
Grooms and Riders from North Frieze of the Parthenon (1836-1837),NA,/record/20712?highlight=*:*
Rainman/Air Boys (2003),John Schulz,/record/99931?highlight=*:*
Nabucco (1983),Boris Bućan,/record/22031?highlight=*:*
Untitled (1963),Ruth Walker,/record/22017?highlight=*:*
Giraffe,Emma Gillies,/record/53749?highlight=*:*
Orange (1985),Unknown,/record/21589?highlight=*:*
Still Life with Bols Bottle,Leonard I. H. Gray,/record/22673?highlight=*:*
Untitled (Unknown),Joanne Leonie Milne,/record/21932?highlight=*:*
Untitled (Unknown),Unknown,/record/21994?highlight=*:*
Gem cabinet 1 (of 6) containing 43 medallions,Unknown,/record/20615?highlight=*:*
Portrait of a Woman (1957),Ruth Illingworth,/record/21007?highlight=*:*
Building in a Landscape,Ruth Stirling,/record/21523?highlight=*:*
Untitled - Country Houses and Fields (1963),Helen Wishart,/record/99451?highlight=*:*
Standing Female Nude (1951),Ruth Wilson,/record/21230?highlight=*:*
untitled (Unknown),Unknown,/record/21895?highlight=*:*
Untitled (1986),R. Euman,/record/21629?highlight=*:*
Unknown (1950),Jacquetta Burn-Callander,/record/50573?highlight=*:*
Don Juan (1983),Boris Bućan,/record/22038?highlight=*:*
Sailsbury from Witlon Park (Unknown),Lord John Clerk Eldin,/record/21671?highlight=*:*
Self-Portrait (Unknown),Justine Blair,/record/21727?highlight=*:*
Portrait of Seated Woman Reading (1953),Roy McCallum,/record/20898?highlight=*:*
Unknown (Nov 1959),John Gilbert,/record/53493?highlight=*:*
1st State (Unknown),Euan Gray,/record/21954?highlight=*:*
Frieze from the Temple of Athena Nike (2nd right) (1827),NA,/record/20627?highlight=*:*
Men Bathing (1953-1954),Trevor Stubley,/record/20796?highlight=*:*
The Thinker (1969),Marko Krsmanovic,/record/21647?highlight=*:*
November III (St Andrews) (1991),Wilhelmina Barns-Graham CBE HRSA HRSW,/record/54749?highlight=*:*
Head of Lorenzo de' Medici (Circa 1836),Aristodemo Costoli,/record/20541?highlight=*:*
Unknown,Ruari MacLeod,/record/50437?highlight=*:*
Standing Male Nude with Staff (1960),Derek Shiel,/record/20815?highlight=*:*
Untitled (Unknown),David Douglas,/record/21641?highlight=*:*
Untitled - Portrait of a Nude Female (1972),Lindsay R S Gordon,/record/99421?highlight=*:*
Bridge at Night,H. Livingstone,/record/22535?highlight=*:*
Curtain (1961),Unknown,/record/100008?highlight=*:*
Portrait of a Young Man (1951),James P W Syme,/record/21240?highlight=*:*
Untitled - Abstract Bridge and Ballons (1968),Alastair Burns,/record/99474?highlight=*:*
Untitled (Unknown),Unknown,/record/21991?highlight=*:*
Rosa Regolit (2007),Bridget Steed,/record/99973?highlight=*:*
Ship yard (1965),Helen M. Percy,/record/102743?highlight=*:*
Unknown (1957),William J. Dungate,/record/53524?highlight=*:*
Untitled (1962),Ethel V Hope,/record/99836?highlight=*:*
Queen Anne chair cover (1700-1750),Unknown,/record/102711?highlight=*:*
Performing Labour in an Industrial Setting II (2020),Aisling Ward,/record/113776?highlight=*:*
Unknown (1960),Hugh Deans,/record/53573?highlight=*:*
Unknown (1960),Jean I. Beattie,/record/50615?highlight=*:*
Untitled (Unknown),David C Duke,/record/21987?highlight=*:*
Winter Fence (1977),Alfons Bytautas,/record/21549?highlight=*:*
untitled (1984),David Hosie,/record/112340?highlight=*:*
Unknown (Unknown),Unknown,/record/21866?highlight=*:*
Sleeping Female Nude (1950),Alexander F Mitchell,/record/21057?highlight=*:*
Untitled (2003),Sarah Jamieson,/record/99925?highlight=*:*
Standing Female Nude,Unknown,/record/22730?highlight=*:*
Dorothy Allsop sampler (1936),Unknown,/record/102697?highlight=*:*
Untitled (13 Dec 2013),Joanne Leonie Milne,/record/21888?highlight=*:*
Untitled (1993),Esther Donaldson,/record/21625?highlight=*:*
Reclining Female Nude (1961),Gwendolene H. MacKenzie,/record/22718?highlight=*:*
Life Drawing,Eugene Corolan,/record/99850?highlight=*:*
Sitting Nude Female (1977),Joanna I. Taylor,/record/22721?highlight=*:*
Still Life Bowls and Bottles (1952),Mollie E N Langlands,/record/22720?highlight=*:*
Rockpools,Rosemary Reid,/record/20762?highlight=*:*
Untitled - Abstracted Plant Forms in Black and White (1968),Janet G Leask,/record/99261?highlight=*:*
Untitled - The Magi (1963),Monika L I Uecker,/record/99444?highlight=*:*
Untitled (1962),Cant,/record/21763?highlight=*:*
Seated Female Nude (1955),Eric Ritchie,/record/21194?highlight=*:*
Untitled (2002),Grace Paul,/record/99934?highlight=*:*
Portrait of a Man (1956),James Robertson,/record/21186?highlight=*:*
Tray-bearer from North Frieze of the Parthenon (1836-1837),NA,/record/20688?highlight=*:*
Untitled (1968),Doreen Turner,/record/22013?highlight=*:*
A Red Made For R.M Rilke (2006),Catlin Dalton,/record/99884?highlight=*:*
Whitework on indian muslin (1800-1849),Unknown,/record/102705?highlight=*:*
Unknown,Jean Selby,/record/50412?highlight=*:*
Untitled - Jousting Match (1965-1966),James B. Thomson,/record/99447?highlight=*:*
Leprosy Capital,Paul J Donaldson,/record/21445?highlight=*:*
Unknown,Unknown,/record/50450?highlight=*:*
Untitled (1983),Robert Rivers,/record/99804?highlight=*:*
Study for Composition - The Long Journey (19 APR 1961),John Picking,/record/111039?highlight=*:*
Opera - Vienna (1963-1964),L. Allan,/record/99384?highlight=*:*
A Puppet of Power (Circa 1956),Peter G. Collins,/record/22576?highlight=*:*
Sleep and the City (1957),Norman E Kirkpatrick,/record/21024?highlight=*:*
Standing Female Nude holding Basket (25 Jan 1959),Barbara Strachan,/record/20871?highlight=*:*
Portrait of an Elderly Woman (1960),Dorothea Brown,/record/20994?highlight=*:*
Doric Order (abacus and capital) of the Parthenon,NA,/record/20638?highlight=*:*
Sunset (1959),Denness Morton,/record/21081?highlight=*:*
Flight Path No 1 (1977),Wilhelmina Barns-Graham CBE HRSA HRSW,/record/19635?highlight=*:*
Untitled (Unknown),Anna Richardson,/record/21937?highlight=*:*
Two Traffic Lights at Blue (1989),Alavte Clad?,/record/21893?highlight=*:*
History of a Medium (1971),"Eduardo Luigi Paolozzi KBE, RA",/record/21696?highlight=*:*
Portrait (1953),George Roderick Carmichael,/record/22644?highlight=*:*
Cape May (1983),G.M. L.,/record/21975?highlight=*:*
Figurative Composition in Brown and Blue (1993),Kenneth T. W. Neil,/record/20756?highlight=*:*
Seated Male Nude (25 Jan 1954),Catherine M Gibson,/record/21229?highlight=*:*
Fancy Pipe (2006),Michael Hecht,/record/99882?highlight=*:*
Woman in Historic Dress (Circa 1950),Edward A. Gage,/record/21394?highlight=*:*
Untitled (2006),Daisy Richardson,/record/99866?highlight=*:*
Untitled (1962),Paresh C. Chakraborty,/record/112307?highlight=*:*
Seated Male Nude with Staff (1958),Ian Hodkinson,/record/20882?highlight=*:*
Untitled (1967),Gwen Mackenzie,/record/111034?highlight=*:*
My Boots Are Wet from the grass (2006),Becky Campbell,/record/99962?highlight=*:*
Unknown (1966),John Nelson,/record/50497?highlight=*:*
Idyll,Unknown,/record/21200?highlight=*:*
Romeing (2013),Marissa Stoffer,/record/47444?highlight=*:*
Replica cast (brown) of Parthenon slab GE31,Unknown,/record/20656?highlight=*:*
Apollo Sauroktonos,Unknown,/record/20588?highlight=*:*
Valerie (Circa 1987),Renny Tait,/record/20752?highlight=*:*
Portrait of a Man (Side View) (1958),Peter Standen,/record/20864?highlight=*:*
Unknown (1964),Eleanor Maiden,/record/53584?highlight=*:*
Untitled (1989),Joanne Leonie Milne,/record/21896?highlight=*:*
No. 75,Olivia Grehang,/record/53482?highlight=*:*
The Battle (2013),Marissa Stoffer,/record/47445?highlight=*:*
Late-night (Circa 1959),John Boyle,/record/21335?highlight=*:*
Man Sleeping,Claudia Petretti,/record/21477?highlight=*:*
Untitled (1983),Unknown,/record/21894?highlight=*:*
"fig.1 Destination, fig 2 Time - 10.35 pm (1984)",Andrew Binnie,/record/99466?highlight=*:*
Old Town (1998),John Brown,/record/21865?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,/record/20725?highlight=*:*
Untitled (1983),Robert Rivers,/record/99803?highlight=*:*
Standing Nude (1958),Peter Standen,/record/20863?highlight=*:*
Mythical Composition with Four Figures and Coastal Cliffs,Victorine Anne Schilsky,/record/22656?highlight=*:*
Reclining and Seated Female Nudes (1994),Christopher Waite,/record/20747?highlight=*:*
Hand of God,Paul Rooney,/record/21873?highlight=*:*
Untitled (2007),Malin Johanson,/record/99977?highlight=*:*
Untitled - Greenhouse (1965-1966),James B. Thomson,/record/99448?highlight=*:*
Ayrshire christening robe (1800-1899),Unknown,/record/102680?highlight=*:*
Unknown (1952),Rosemary Bagshaw,/record/53514?highlight=*:*
Untitled (1995-1996),Arabella Harvey,/record/21722?highlight=*:*
Untitled (Unknown),David C Duke,/record/21980?highlight=*:*
Untitled - Drawing in Profile of a Sitting Woman (1980),Carolyn S Byres,/record/99425?highlight=*:*
Architectural Drawing,Graeme McKenna,/record/21459?highlight=*:*
Untitled (1960),Robert L Snowden,/record/21543?highlight=*:*
Untitled (2006),Hannah Jasper,/record/99856?highlight=*:*
Unknown (1960),Robin E. Bownass,/record/50604?highlight=*:*
Untitled - Portrait of a Woman in a Hat (1960),Robin E. Bownass,/record/99373?highlight=*:*
Untitled (1966),Helen G. S Forde,/record/99815?highlight=*:*
Skeleton (1969),Richard Hunter,/record/21275?highlight=*:*
Cantoria (front),Unknown,/record/20579?highlight=*:*
Unknown (Unknown),Victoria C F Bernie,/record/21783?highlight=*:*
Reclining Male Nude (1959),James C. Y. Gavin,/record/20878?highlight=*:*
In''Head (1973),Catherine Freeland,/record/112355?highlight=*:*
Untitled,Unknown,/record/99919?highlight=*:*
Candle and Shell at Sea* (1987),Donald Clark,/record/22729?highlight=*:*
Unknown (1950),James T. Ferguson,/record/53498?highlight=*:*
Reclining Female Nude (1969),Leslie McConnell,/record/21274?highlight=*:*
Untitled (1989),Jane R. Nicoll,/record/22566?highlight=*:*
Portrait of a Woman (1969),Lynn Bushell,/record/21093?highlight=*:*
Untitled - Woodland Fantasy in Green (1963),Jean M. Marshall,/record/99362?highlight=*:*
Cow,Emma Gillies,/record/53757?highlight=*:*
People on Bench,Hazel Rich,/record/22525?highlight=*:*
Seated Female Nude (1954),Robert Fraser,/record/21242?highlight=*:*
Head Drawing (1969),John Stewart,/record/22487?highlight=*:*
Framed applique (1936),Unknown,/record/102698?highlight=*:*
Untitled (Unknown),Unknown,/record/99945?highlight=*:*
Unknown (1952),George Roderick Carmichael,/record/50569?highlight=*:*
Siena (1956),John P Busby,/record/53502?highlight=*:*
Salmon Abstract,Catherine Fairgrieve,/record/22595?highlight=*:*
Seated Nude (1958),Peter Standen,/record/20862?highlight=*:*
Untitled (1965),Gregor Smith,/record/22009?highlight=*:*
Memorabilia (Unknown),James Cumming,/record/21651?highlight=*:*
Portrait Figure Sitting (1952),D. Gordon Campbell,/record/22508?highlight=*:*
Black Rock (1983),Wendy McMurdo,/record/21592?highlight=*:*
Untitled (Circa 1960),Robert L Snowden,/record/21537?highlight=*:*
Standing Female Nude (1958),Bertha Roxburgh,/record/21150?highlight=*:*
Side Plate,Emma Gillies,/record/53617?highlight=*:*
Portrait of a Woman (1951),James P W Syme,/record/21231?highlight=*:*
Espresso Cup,Emma Gillies,/record/53699?highlight=*:*
Unknown (Circa 1890),Unknown,/record/50460?highlight=*:*
Teacup,Emma Gillies,/record/53638?highlight=*:*
Machine stitched net (1946),Unknown,/record/102688?highlight=*:*
Unknown,Unknown,/record/53545?highlight=*:*
Replica cast of Partheon frieze GE32,Unknown,/record/20654?highlight=*:*
Sampler. Mary Ann Park (1819),Mary Ann Park,/record/102706?highlight=*:*
Cross Section (1987),Alastair Mack,/record/21650?highlight=*:*
Untitled,Peter Pretsell,/record/99793?highlight=*:*
Untitled - Figure Drawing of A Standing Nude Male Draped with a Robe (1964-1965),Gordon Bryce,/record/99275?highlight=*:*
Two Seated Female Nudes (1955),Fiona M Mouat,/record/21196?highlight=*:*
Girl (Unknown),Bosko Karanovic,/record/21648?highlight=*:*
Busmen Newhaven (Unknown),Irene Thomson,/record/21901?highlight=*:*
Portrait of Two Heads (1952),Ian Lawson,/record/21015?highlight=*:*
Unknown (1950),Zygmunt Bukowski,/record/53555?highlight=*:*
Yellow Abstract with Half People,Jim Mooney,/record/22530?highlight=*:*
"Couplings, Escalator for sale (2017)",Tessa Lynch,/record/102736?highlight=*:*
Standing Female Nude (1957),Ruth Illingworth,/record/20934?highlight=*:*
Jalvation cocktail (Green) (2007),David Abbott,/record/99888?highlight=*:*
